fecha,letra,total_fob
2011-09-01,Z,1043495
2011-10-01,A,165567168
2011-10-01,B,722601664
2011-10-01,C,5164906496
2011-10-01,D,1836643
2011-10-01,E,335485
2011-10-01,F,6648043
2011-10-01,G,1024531712
2011-10-01,H,46986332
2011-10-01,I,211677
2011-10-01,J,3869687
2011-10-01,K,-99
2011-10-01,L,4132162
2011-10-01,M,8894458
2011-10-01,N,20189984
2011-10-01,P,-99
2011-10-01,Q,1895624
2011-10-01,R,351814
2011-10-01,S,809906
2011-10-01,Z,1326571
2011-11-01,A,171647440
2011-11-01,B,673475776
2011-11-01,C,4392174592
2011-11-01,D,9328450
2011-11-01,E,-99
2011-11-01,F,6207818
2011-11-01,G,854124032
2011-11-01,H,16230506
2011-11-01,I,43262
2011-11-01,J,6111010
2011-11-01,K,-99
2011-11-01,L,3647592
2011-11-01,M,6549406
2011-11-01,N,16616884
2011-11-01,P,115221
2011-11-01,Q,836123
2011-11-01,R,554887
2011-11-01,S,2510463
2011-11-01,Z,1887814
2011-12-01,A,157241664
2011-12-01,B,723642624
2011-12-01,C,4251174656
2011-12-01,D,3838368
2011-12-01,E,-99
2011-12-01,F,5179772
2011-12-01,G,682899712
2011-12-01,H,87708424
2011-12-01,I,83960
2011-12-01,J,5895338
2011-12-01,K,-99
2011-12-01,L,3085246
2011-12-01,M,12572948
2011-12-01,N,22553744
2011-12-01,P,56663
2011-12-01,Q,-99
2011-12-01,R,552353
2011-12-01,S,1747624
2011-12-01,Z,2528787
2012-01-01,A,126010840
2012-01-01,B,608950208
2012-01-01,C,3607973376
2012-01-01,D,3507685
2012-01-01,E,59865
2012-01-01,F,5553371
2012-01-01,G,665855168
2012-01-01,H,48572148
2012-01-01,I,31838
2012-01-01,J,5732026
2012-01-01,K,-99
2012-01-01,L,3198992
2012-01-01,M,4819420
2012-01-01,N,5637009
2012-01-01,P,-99
2012-01-01,Q,604359
2012-01-01,R,63855
2012-01-01,S,1238040
2012-01-01,Z,1535245
2012-02-01,A,166640784
2012-02-01,B,657699840
2012-02-01,C,4037948160
2012-02-01,D,184461
2012-02-01,E,216531
2012-02-01,F,3902328
2012-02-01,G,906213056
2012-02-01,H,34710776
2012-02-01,I,92866
2012-02-01,J,3868376
2012-02-01,K,2505376
2012-02-01,L,5921841
2012-02-01,M,7012862
2012-02-01,N,10515116
2012-02-01,P,-99
2012-02-01,Q,431689
2012-02-01,R,116627
2012-02-01,S,2165352
2012-02-01,Z,2082745
2012-03-01,A,206810736
2012-03-01,B,684330368
2012-03-01,C,4063250688
2012-03-01,D,14784973
2012-03-01,E,197111
2012-03-01,F,2674214
2012-03-01,G,855541504
2012-03-01,H,40623088
2012-03-01,I,243069
2012-03-01,J,7035568
2012-03-01,K,-99
2012-03-01,L,3702143
2012-03-01,M,4248302
2012-03-01,N,6076048
2012-03-01,P,40030
2012-03-01,Q,645703
2012-03-01,R,19189174
2012-03-01,S,766476
2012-03-01,Z,2219106
2012-04-01,A,156645712
2012-04-01,B,727805632
2012-04-01,C,4405338112
2012-04-01,D,878150
2012-04-01,E,277866
2012-04-01,F,2542058
2012-04-01,G,1050933440
2012-04-01,H,34483856
2012-04-01,I,147823
2012-04-01,J,3927371
2012-04-01,K,-99
2012-04-01,L,3042948
2012-04-01,M,6887027
2012-04-01,N,7917494
2012-04-01,P,-99
2012-04-01,Q,397453
2012-04-01,R,131376
2012-04-01,S,2215388
2012-04-01,Z,2060974
2012-05-01,A,189918576
2012-05-01,B,343942304
2012-05-01,C,4919069696
2012-05-01,D,4434874
2012-05-01,E,442170
2012-05-01,F,2507703
2012-05-01,G,1273400448
2012-05-01,H,29834284
2012-05-01,I,211974
2012-05-01,J,3780494
2012-05-01,K,1298603
2012-05-01,L,5776317
2012-05-01,M,4622023
2012-05-01,N,9563765
2012-05-01,P,-99
2012-05-01,Q,413877
2012-05-01,R,56714
2012-05-01,S,1690604
2012-05-01,Z,1815278
2012-06-01,A,169709728
2012-06-01,B,460562144
2012-06-01,C,4645893120
2012-06-01,D,1990208
2012-06-01,E,262628
2012-06-01,F,3595943
2012-06-01,G,1159689600
2012-06-01,H,100590304
2012-06-01,I,80865
2012-06-01,J,4961113
2012-06-01,K,1405548
2012-06-01,L,2520302
2012-06-01,M,16079956
2012-06-01,N,6370026
2012-06-01,P,104269
2012-06-01,Q,339007
2012-06-01,R,24071232
2012-06-01,S,1707649
2012-06-01,Z,915036
2012-07-01,A,172119696
2012-07-01,B,650671040
2012-07-01,C,5067229696
2012-07-01,D,1200655
2012-07-01,E,543581
2012-07-01,F,5473539
2012-07-01,G,1401779456
2012-07-01,H,15233851
2012-07-01,I,206349
2012-07-01,J,4750510
2012-07-01,K,784045
2012-07-01,L,4022322
2012-07-01,M,8634607
2012-07-01,N,5263875
2012-07-01,P,39053
2012-07-01,Q,753916
2012-07-01,R,70332
2012-07-01,S,2658633
2012-07-01,Z,1018379
2012-08-01,A,195196768
2012-08-01,B,878195200
2012-08-01,C,4805929984
2012-08-01,D,3384163
2012-08-01,E,444890
2012-08-01,F,4338963
2012-08-01,G,1046130944
2012-08-01,H,50521760
2012-08-01,I,238952
2012-08-01,J,4019595
2012-08-01,K,-99
2012-08-01,L,3714338
2012-08-01,M,8450031
2012-08-01,N,5671483
2012-08-01,P,-99
2012-08-01,Q,421773
2012-08-01,R,545679
2012-08-01,S,792567
2012-08-01,Z,2234155
2012-09-01,A,171722192
2012-09-01,B,777820480
2012-09-01,C,4587542528
2012-09-01,D,2513695
2012-09-01,E,205914
2012-09-01,F,7063021
2012-09-01,G,1098405248
2012-09-01,H,41762392
2012-09-01,I,278000
2012-09-01,J,3451963
2012-09-01,K,-99
2012-09-01,L,2406882
2012-09-01,M,12630943
2012-09-01,N,9248148
2012-09-01,P,42151
2012-09-01,Q,465213
2012-09-01,R,675306
2012-09-01,S,1162744
2012-09-01,Z,1871731
2012-10-01,A,180638208
2012-10-01,B,744648448
2012-10-01,C,4666856448
2012-10-01,D,768856
2012-10-01,E,-99
2012-10-01,F,11321396
2012-10-01,G,944560384
2012-10-01,H,77268608
2012-10-01,I,152083
2012-10-01,J,5208957
2012-10-01,K,-99
2012-10-01,L,4604714
2012-10-01,M,7803157
2012-10-01,N,4443462
2012-10-01,P,62446
2012-10-01,Q,390378
2012-10-01,R,134649
2012-10-01,S,797583
2012-10-01,Z,1966412
2012-11-01,A,161897600
2012-11-01,B,728025664
2012-11-01,C,4550308864
2012-11-01,D,1171158
2012-11-01,E,421892
2012-11-01,F,11590059
2012-11-01,G,812838592
2012-11-01,H,47783924
2012-11-01,I,294941
2012-11-01,J,5041661
2012-11-01,K,-99
2012-11-01,L,1756733
2012-11-01,M,5278480
2012-11-01,N,9151985
2012-11-01,P,-99
2012-11-01,Q,557719
2012-11-01,R,530303
2012-11-01,S,2235587
2012-11-01,Z,1661997
2012-12-01,A,152313392
2012-12-01,B,664833536
2012-12-01,C,4283066880
2012-12-01,D,1322335
2012-12-01,E,-99
2012-12-01,F,13959539
2012-12-01,G,773590912
2012-12-01,H,76427168
2012-12-01,I,44806
2012-12-01,J,5774234
2012-12-01,K,1626373
2012-12-01,L,11727055
2012-12-01,M,8831700
2012-12-01,N,7523639
2012-12-01,P,-99
2012-12-01,Q,688471
2012-12-01,R,42563412
2012-12-01,S,1906878
2012-12-01,Z,777424
2013-01-01,A,94107448
2013-01-01,B,496810656
2013-01-01,C,3551358464
2013-01-01,D,292940
2013-01-01,E,84174
2013-01-01,F,16343853
2013-01-01,G,893135296
2013-01-01,H,38656864
2013-01-01,I,85922
2013-01-01,J,7039728
2013-01-01,K,-99
2013-01-01,L,7564038
2013-01-01,M,5685165
2013-01-01,N,6159061
2013-01-01,P,-99
2013-01-01,Q,371245
2013-01-01,R,135946
2013-01-01,S,646979
2013-01-01,Z,127158
2013-02-01,A,162401936
2013-02-01,B,430326464
2013-02-01,C,3087886592
2013-02-01,D,-99
2013-02-01,E,446365
2013-02-01,F,3933687
2013-02-01,G,836505664
2013-02-01,H,131988384
2013-02-01,I,311861
2013-02-01,J,3585042
2013-02-01,K,-99
2013-02-01,L,3544636
2013-02-01,M,3471621
2013-02-01,N,6985366
2013-02-01,P,48700
2013-02-01,Q,441178
2013-02-01,R,-99
2013-02-01,S,3622942
2013-02-01,Z,25638
2013-03-01,A,211855168
2013-03-01,B,530824704
2013-03-01,C,3999100416
2013-03-01,D,752776
2013-03-01,E,618909
2013-03-01,F,4378546
2013-03-01,G,1018400512
2013-03-01,H,51818908
2013-03-01,I,196105
2013-03-01,J,3944505
2013-03-01,K,-99
2013-03-01,L,7960842
2013-03-01,M,3763537
2013-03-01,N,7548211
2013-03-01,P,-99
2013-03-01,Q,552749
2013-03-01,R,1207438
2013-03-01,S,1571296
2013-03-01,Z,79302
2013-04-01,A,184297024
2013-04-01,B,369021696
2013-04-01,C,4540994048
2013-04-01,D,-99
2013-04-01,E,401716
2013-04-01,F,4682597
2013-04-01,G,1499101312
2013-04-01,H,80236016
2013-04-01,I,272720
2013-04-01,J,3912318
2013-04-01,K,-99
2013-04-01,L,16085552
2013-04-01,M,3603589
2013-04-01,N,15837267
2013-04-01,P,-99
2013-04-01,Q,518573
2013-04-01,R,856827
2013-04-01,S,2322968
2013-04-01,Z,42420
2013-05-01,A,189447104
2013-05-01,B,718409216
2013-05-01,C,5266509312
2013-05-01,D,13579354
2013-05-01,E,771264
2013-05-01,F,6415781
2013-05-01,G,1715723776
2013-05-01,H,175733296
2013-05-01,I,238585
2013-05-01,J,3306290
2013-05-01,K,-99
2013-05-01,L,10855809
2013-05-01,M,5232110
2013-05-01,N,13039657
2013-05-01,P,47944
2013-05-01,Q,666482
2013-05-01,R,333722
2013-05-01,S,4584121
2013-05-01,Z,871598
2013-06-01,A,187952160
2013-06-01,B,533015808
2013-06-01,C,5163589120
2013-06-01,D,934005
2013-06-01,E,-99
2013-06-01,F,1215456
2013-06-01,G,1260843648
2013-06-01,H,91069152
2013-06-01,I,173907
2013-06-01,J,4827788
2013-06-01,K,-99
2013-06-01,L,12289623
2013-06-01,M,6769240
2013-06-01,N,6485192
2013-06-01,P,49625
2013-06-01,Q,396367
2013-06-01,R,37277444
2013-06-01,S,3095823
2013-06-01,Z,67430
2013-07-01,A,196066752
2013-07-01,B,305883680
2013-07-01,C,4731324416
2013-07-01,D,308895
2013-07-01,E,473893
2013-07-01,F,1654978
2013-07-01,G,1228080640
2013-07-01,H,107462312
2013-07-01,I,155695
2013-07-01,J,3310096
2013-07-01,K,-99
2013-07-01,L,22164882
2013-07-01,M,7635875
2013-07-01,N,10285967
2013-07-01,P,69345
2013-07-01,Q,485742
2013-07-01,R,563526
2013-07-01,S,2427241
2013-07-01,Z,-99
2013-08-01,A,200706352
2013-08-01,B,436044320
2013-08-01,C,5014606336
2013-08-01,D,165529
2013-08-01,E,327740
2013-08-01,F,6585336
2013-08-01,G,1244064896
2013-08-01,H,18773788
2013-08-01,I,103447
2013-08-01,J,4043932
2013-08-01,K,-99
2013-08-01,L,10996828
2013-08-01,M,5767128
2013-08-01,N,4897837
2013-08-01,P,-99
2013-08-01,Q,664741
2013-08-01,R,460803
2013-08-01,S,725934
2013-08-01,Z,-99
2013-09-01,A,189708768
2013-09-01,B,491792448
2013-09-01,C,4495336448
2013-09-01,D,1508816
2013-09-01,E,386713
2013-09-01,F,10111170
2013-09-01,G,1047357888
2013-09-01,H,170741696
2013-09-01,I,156860
2013-09-01,J,2798129
2013-09-01,K,-99
2013-09-01,L,1592933
2013-09-01,M,7042627
2013-09-01,N,3841820
2013-09-01,P,-99
2013-09-01,Q,313893
2013-09-01,R,32108356
2013-09-01,S,1133058
2013-09-01,Z,171115
2013-10-01,A,191664496
2013-10-01,B,520693376
2013-10-01,C,4186255872
2013-10-01,D,733093
2013-10-01,E,539867
2013-10-01,F,5180509
2013-10-01,G,710030848
2013-10-01,H,99536736
2013-10-01,I,85707
2013-10-01,J,3957334
2013-10-01,K,-99
2013-10-01,L,901783
2013-10-01,M,2209121
2013-10-01,N,4869088
2013-10-01,P,22030
2013-10-01,Q,456653
2013-10-01,R,170456
2013-10-01,S,620585
2013-10-01,Z,3499506
2013-11-01,A,131212440
2013-11-01,B,389747904
2013-11-01,C,3747010048
2013-11-01,D,452564
2013-11-01,E,1103411
2013-11-01,F,2380711
2013-11-01,G,468473632
2013-11-01,H,103852136
2013-11-01,I,179133
2013-11-01,J,4886005
2013-11-01,K,-99
2013-11-01,L,515290
2013-11-01,M,2111261
2013-11-01,N,4394710
2013-11-01,P,-99
2013-11-01,Q,391467
2013-11-01,R,1182254
2013-11-01,S,442962
2013-11-01,Z,31162
2013-12-01,A,144152832
2013-12-01,B,369023200
2013-12-01,C,3572801792
2013-12-01,D,525135
2013-12-01,E,315227
2013-12-01,F,6302156
2013-12-01,G,551609152
2013-12-01,H,107769600
2013-12-01,I,105792
2013-12-01,J,5896232
2013-12-01,K,-99
2013-12-01,L,581620
2013-12-01,M,8246667
2013-12-01,N,4261851
2013-12-01,P,45561
2013-12-01,Q,478009
2013-12-01,R,462787
2013-12-01,S,1143264
2013-12-01,Z,-99
2014-01-01,A,84321104
2014-01-01,B,424874784
2014-01-01,C,2892193024
2014-01-01,D,-99
2014-01-01,E,284975
2014-01-01,F,3033706
2014-01-01,G,499584192
2014-01-01,H,94351312
2014-01-01,J,3800223
2014-01-01,K,-99
2014-01-01,L,430997
2014-01-01,M,4035737
2014-01-01,N,2665773
2014-01-01,P,-99
2014-01-01,Q,195072
2014-01-01,R,434289
2014-01-01,S,1091052
2014-01-01,Z,-99
2014-02-01,A,129076336
2014-02-01,B,463328064
2014-02-01,C,2971997184
2014-02-01,D,-99
2014-02-01,E,343121
2014-02-01,F,1279621
2014-02-01,G,451334720
2014-02-01,H,79793424
2014-02-01,I,350048
2014-02-01,J,3116350
2014-02-01,K,4608906
2014-02-01,L,776591
2014-02-01,M,2835131
2014-02-01,N,3340812
2014-02-01,Q,393828
2014-02-01,R,175309
2014-02-01,S,540057
2014-03-01,A,191822160
2014-03-01,B,657800128
2014-03-01,C,3210124544
2014-03-01,D,1687874
2014-03-01,E,315820
2014-03-01,F,2104801
2014-03-01,G,547699456
2014-03-01,H,22808852
2014-03-01,I,174025
2014-03-01,J,2761402
2014-03-01,K,-99
2014-03-01,L,1130978
2014-03-01,M,4188074
2014-03-01,N,2636021
2014-03-01,P,-99
2014-03-01,Q,333936
2014-03-01,R,72210
2014-03-01,S,804620
2014-04-01,A,146132064
2014-04-01,B,402407872
2014-04-01,C,4548797440
2014-04-01,D,371678
2014-04-01,E,262832
2014-04-01,F,5175040
2014-04-01,G,1111064192
2014-04-01,H,18648596
2014-04-01,I,140761
2014-04-01,J,2602800
2014-04-01,K,-99
2014-04-01,L,371610
2014-04-01,M,3280259
2014-04-01,N,5637285
2014-04-01,P,-99
2014-04-01,Q,-99
2014-04-01,R,60319
2014-04-01,S,640610
2014-05-01,A,188734432
2014-05-01,B,430482624
2014-05-01,C,4965051392
2014-05-01,D,429888
2014-05-01,E,319368
2014-05-01,F,4386622
2014-05-01,G,1182391936
2014-05-01,H,50019024
2014-05-01,I,34298
2014-05-01,J,3080273
2014-05-01,K,-99
2014-05-01,L,1454530
2014-05-01,M,3825906
2014-05-01,N,2592790
2014-05-01,P,59212
2014-05-01,Q,-99
2014-05-01,R,46133
2014-05-01,S,970241
2014-05-01,Z,24507
2014-06-01,A,163429168
2014-06-01,B,559319488
2014-06-01,C,5078940672
2014-06-01,D,42939
2014-06-01,E,102778
2014-06-01,F,5200014
2014-06-01,G,1075768448
2014-06-01,H,27267472
2014-06-01,I,342119
2014-06-01,J,3521284
2014-06-01,K,-99
2014-06-01,L,973794
2014-06-01,M,3856043
2014-06-01,N,3014606
2014-06-01,P,-99
2014-06-01,Q,339128
2014-06-01,R,-99
2014-06-01,S,499342
2014-06-01,Z,-99
2014-07-01,A,152073712
2014-07-01,B,334523232
2014-07-01,C,4540853248
2014-07-01,D,363334
2014-07-01,E,292760
2014-07-01,F,1501345
2014-07-01,G,1071959872
2014-07-01,H,15479921
2014-07-01,I,111623
2014-07-01,J,3579276
2014-07-01,K,-99
2014-07-01,L,4111429
2014-07-01,M,7935316
2014-07-01,N,2014688
2014-07-01,P,-99
2014-07-01,Q,425040
2014-07-01,R,-99
2014-07-01,S,724718
2014-08-01,A,190102560
2014-08-01,B,344034560
2014-08-01,C,4482570752
2014-08-01,D,-99
2014-08-01,E,240678
2014-08-01,F,2716067
2014-08-01,G,1162564736
2014-08-01,H,15817625
2014-08-01,I,200230
2014-08-01,J,2926673
2014-08-01,K,-99
2014-08-01,L,2429794
2014-08-01,M,8232521
2014-08-01,N,2283565
2014-08-01,P,-99
2014-08-01,Q,501601
2014-08-01,R,42865
2014-08-01,S,634952
2014-08-01,Z,-99
2014-09-01,A,172795328
2014-09-01,B,403497920
2014-09-01,C,4073905408
2014-09-01,D,630632
2014-09-01,E,407679
2014-09-01,F,2249400
2014-09-01,G,772091392
2014-09-01,H,63212044
2014-09-01,I,176360
2014-09-01,J,2522300
2014-09-01,K,-99
2014-09-01,L,2709667
2014-09-01,M,7260274
2014-09-01,N,2163392
2014-09-01,P,-99
2014-09-01,Q,258395
2014-09-01,R,-99
2014-09-01,S,582534
2014-10-01,A,238560080
2014-10-01,B,498073792
2014-10-01,C,4058657024
2014-10-01,D,246108
2014-10-01,E,108125
2014-10-01,F,2553403
2014-10-01,G,666842880
2014-10-01,H,145520848
2014-10-01,I,240380
2014-10-01,J,4163311
2014-10-01,K,-99
2014-10-01,L,13915636
2014-10-01,M,4870178
2014-10-01,N,2120872
2014-10-01,P,-99
2014-10-01,Q,364556
2014-10-01,R,2388371
2014-10-01,S,657970
2014-11-01,A,146176848
2014-11-01,B,378297696
2014-11-01,C,3683353088
2014-11-01,D,939556
2014-11-01,E,301210
2014-11-01,F,1349044
2014-11-01,G,461744992
2014-11-01,H,66730476
2014-11-01,I,147856
2014-11-01,J,4112075
2014-11-01,K,-99
2014-11-01,L,10949851
2014-11-01,M,2218310
2014-11-01,N,3266332
2014-11-01,P,-99
2014-11-01,Q,525021
2014-11-01,R,132420
2014-11-01,S,834074
2014-12-01,A,111986552
2014-12-01,B,404496736
2014-12-01,C,3361179136
2014-12-01,D,1252875
2014-12-01,E,628133
2014-12-01,F,15815657
2014-12-01,G,436848960
2014-12-01,H,7725157
2014-12-01,I,-99
2014-12-01,J,3520850
2014-12-01,K,-99
2014-12-01,L,10748792
2014-12-01,M,8786029
2014-12-01,N,2644597
2014-12-01,P,34567
2014-12-01,Q,470316
2014-12-01,R,24851
2014-12-01,S,961711
2015-01-01,A,133191056
2015-01-01,B,415893376
2015-01-01,C,2568994816
2015-01-01,D,680002
2015-01-01,E,676953
2015-01-01,F,3295181
2015-01-01,G,454695808
2015-01-01,H,43934948
2015-01-01,J,2984644
2015-01-01,K,-99
2015-01-01,L,21254474
2015-01-01,M,4121632
2015-01-01,N,2896216
2015-01-01,P,7953
2015-01-01,Q,498139
2015-01-01,R,13888
2015-01-01,S,1004155
2015-02-01,A,147903504
2015-02-01,B,419627136
2015-02-01,C,2630112000
2015-02-01,D,-99
2015-02-01,E,632564
2015-02-01,F,6566300
2015-02-01,G,470819264
2015-02-01,H,20485532
2015-02-01,I,72933
2015-02-01,J,2434688
2015-02-01,K,-99
2015-02-01,L,19896144
2015-02-01,M,3616387
2015-02-01,N,1844722
2015-02-01,Q,344369
2015-02-01,R,55768
2015-02-01,S,811492
2015-03-01,A,146558320
2015-03-01,B,395062336
2015-03-01,C,3101057280
2015-03-01,D,-99
2015-03-01,E,344574
2015-03-01,F,2622825
2015-03-01,G,555055808
2015-03-01,H,22846998
2015-03-01,I,254793
2015-03-01,J,3373413
2015-03-01,K,-99
2015-03-01,L,14631774
2015-03-01,M,2225503
2015-03-01,N,1869233
2015-03-01,P,-99
2015-03-01,Q,952017
2015-03-01,R,5032448
2015-03-01,S,761313
2015-04-01,A,157139408
2015-04-01,B,297282144
2015-04-01,C,3446086912
2015-04-01,D,676292
2015-04-01,E,381575
2015-04-01,F,3620630
2015-04-01,G,1025532992
2015-04-01,H,28334340
2015-04-01,I,64429
2015-04-01,J,2134146
2015-04-01,K,-99
2015-04-01,L,37832012
2015-04-01,M,1858368
2015-04-01,N,2651972
2015-04-01,P,-99
2015-04-01,Q,608187
2015-04-01,R,-99
2015-04-01,S,831577
2015-05-01,A,146237760
2015-05-01,B,342539520
2015-05-01,C,3394536704
2015-05-01,D,-99
2015-05-01,E,288094
2015-05-01,F,2686160
2015-05-01,G,1136749440
2015-05-01,H,28076300
2015-05-01,I,-99
2015-05-01,J,2737228
2015-05-01,K,-99
2015-05-01,L,21218800
2015-05-01,M,4919742
2015-05-01,N,2455190
2015-05-01,P,-99
2015-05-01,Q,1351165
2015-05-01,R,-99
2015-05-01,S,632890
2015-06-01,A,171200384
2015-06-01,B,401121056
2015-06-01,C,4126540544
2015-06-01,D,5459847
2015-06-01,E,218268
2015-06-01,F,1832180
2015-06-01,G,1251471616
2015-06-01,H,59036568
2015-06-01,I,94425
2015-06-01,J,3116810
2015-06-01,K,-99
2015-06-01,L,10134377
2015-06-01,M,2306197
2015-06-01,N,3121957
2015-06-01,P,-99
2015-06-01,Q,2274855
2015-06-01,R,4118878
2015-06-01,S,571482
2015-07-01,A,165434032
2015-07-01,B,312185600
2015-07-01,C,3991528192
2015-07-01,D,12801345
2015-07-01,E,-99
2015-07-01,F,5988329
2015-07-01,G,905434240
2015-07-01,H,22593304
2015-07-01,I,247088
2015-07-01,J,2950437
2015-07-01,K,-99
2015-07-01,L,1214773
2015-07-01,M,2896608
2015-07-01,N,5656251
2015-07-01,P,-99
2015-07-01,Q,322539
2015-07-01,R,-99
2015-07-01,S,491505
2015-08-01,A,167773264
2015-08-01,B,289205184
2015-08-01,C,3614731776
2015-08-01,D,511830
2015-08-01,E,94708
2015-08-01,F,1312272
2015-08-01,G,910571136
2015-08-01,H,98159552
2015-08-01,I,109723
2015-08-01,J,3245275
2015-08-01,K,-99
2015-08-01,L,349105
2015-08-01,M,2015486
2015-08-01,N,2639256
2015-08-01,P,12392603
2015-08-01,Q,1277168
2015-08-01,R,115109
2015-08-01,S,410101
2015-09-01,A,133799888
2015-09-01,B,361680480
2015-09-01,C,3456236288
2015-09-01,D,3597639
2015-09-01,E,638942
2015-09-01,F,2181962
2015-09-01,G,1022128896
2015-09-01,H,12158304
2015-09-01,I,-99
2015-09-01,J,2137334
2015-09-01,K,-99
2015-09-01,L,12666879
2015-09-01,M,7516478
2015-09-01,N,2597358
2015-09-01,P,29016
2015-09-01,Q,275422
2015-09-01,R,71339
2015-09-01,S,398219
2015-10-01,A,190411248
2015-10-01,B,348589920
2015-10-01,C,3384790272
2015-10-01,D,6900922
2015-10-01,E,683294
2015-10-01,F,1305037
2015-10-01,G,888733632
2015-10-01,H,66692268
2015-10-01,J,3824442
2015-10-01,K,-99
2015-10-01,L,5758924
2015-10-01,M,1735773
2015-10-01,N,2686751
2015-10-01,P,-99
2015-10-01,Q,575228
2015-10-01,R,227996
2015-10-01,S,512274
2015-10-01,Z,-99
2015-11-01,A,130499520
2015-11-01,B,301407392
2015-11-01,C,2838734848
2015-11-01,D,-99
2015-11-01,E,221760
2015-11-01,F,2526902
2015-11-01,G,533180864
2015-11-01,H,39624264
2015-11-01,I,-99
2015-11-01,J,4589226
2015-11-01,K,-99
2015-11-01,L,3513034
2015-11-01,M,1297629
2015-11-01,N,2537879
2015-11-01,Q,348509
2015-11-01,R,26125
2015-11-01,S,565411
2015-12-01,A,83564720
2015-12-01,B,418620256
2015-12-01,C,2357379840
2015-12-01,D,1240363
2015-12-01,E,35977
2015-12-01,F,1771230
2015-12-01,G,414337120
2015-12-01,H,54257692
2015-12-01,I,-99
2015-12-01,J,2223052
2015-12-01,K,-99
2015-12-01,L,1115317
2015-12-01,M,4376521
2015-12-01,N,2591563
2015-12-01,P,-99
2015-12-01,Q,456588
2015-12-01,R,720527
2015-12-01,S,693513
2015-12-01,Z,-99
2016-01-01,A,126907312
2016-01-01,B,375803360
2016-01-01,C,2729880576
2016-01-01,D,644055
2016-01-01,E,-99
2016-01-01,F,2252367
2016-01-01,G,462501792
2016-01-01,H,55477676
2016-01-01,I,-99
2016-01-01,J,2311207
2016-01-01,K,-99
2016-01-01,L,1348922
2016-01-01,M,1497360
2016-01-01,N,1948152
2016-01-01,P,-99
2016-01-01,Q,540371
2016-01-01,R,-99
2016-01-01,S,349462
2016-01-01,Z,-99
2016-02-01,A,127681240
2016-02-01,B,281328000
2016-02-01,C,2951468288
2016-02-01,D,293974
2016-02-01,E,387155
2016-02-01,F,1166889
2016-02-01,G,637817088
2016-02-01,H,26690546
2016-02-01,I,220224
2016-02-01,J,2425470
2016-02-01,K,-99
2016-02-01,L,1242452
2016-02-01,M,1375089
2016-02-01,N,2479943
2016-02-01,P,33889
2016-02-01,Q,365690
2016-02-01,R,54506
2016-02-01,S,623972
2016-02-01,Z,-99
2016-03-01,A,147722608
2016-03-01,B,336010400
2016-03-01,C,3109197568
2016-03-01,D,1158744
2016-03-01,E,-99
2016-03-01,F,1201110
2016-03-01,G,670794112
2016-03-01,H,33963204
2016-03-01,I,94998
2016-03-01,J,2684994
2016-03-01,K,-99
2016-03-01,L,947794
2016-03-01,M,1187138
2016-03-01,N,2994769
2016-03-01,P,-99
2016-03-01,Q,561438
2016-03-01,R,391444
2016-03-01,S,355298
2016-03-01,Z,-99
2016-04-01,A,137410368
2016-04-01,B,379592544
2016-04-01,C,3334368256
2016-04-01,D,-99
2016-04-01,E,11993
2016-04-01,F,1643272
2016-04-01,G,770848192
2016-04-01,H,25841856
2016-04-01,I,-99
2016-04-01,J,3007880
2016-04-01,K,-99
2016-04-01,L,833524
2016-04-01,M,1250421
2016-04-01,N,4111506
2016-04-01,P,-99
2016-04-01,Q,175637
2016-04-01,R,109673
2016-04-01,S,572387
2016-04-01,Z,-99
2016-05-01,A,143246976
2016-05-01,B,230835232
2016-05-01,C,3859614208
2016-05-01,D,1788670
2016-05-01,E,307274
2016-05-01,F,1713728
2016-05-01,G,939837696
2016-05-01,H,14619995
2016-05-01,I,113575
2016-05-01,J,2518854
2016-05-01,K,-99
2016-05-01,L,231783
2016-05-01,M,1097605
2016-05-01,N,5589990
2016-05-01,P,36025
2016-05-01,Q,618869
2016-05-01,R,36126
2016-05-01,S,674465
2016-05-01,Z,-99
2016-06-01,A,161832576
2016-06-01,B,405735936
2016-06-01,C,3546383872
2016-06-01,D,750212
2016-06-01,E,-99
2016-06-01,F,7460521
2016-06-01,G,994188416
2016-06-01,H,61397892
2016-06-01,I,-99
2016-06-01,J,2377656
2016-06-01,K,-99
2016-06-01,L,1690738
2016-06-01,M,1400176
2016-06-01,N,5235689
2016-06-01,P,27400
2016-06-01,Q,887533
2016-06-01,R,82245
2016-06-01,S,744742
2016-06-01,Z,-99
2016-07-01,A,177380304
2016-07-01,B,249816624
2016-07-01,C,3494542080
2016-07-01,D,899293
2016-07-01,E,880617
2016-07-01,F,1206399
2016-07-01,G,882123328
2016-07-01,H,50524376
2016-07-01,I,112501
2016-07-01,J,4009972
2016-07-01,K,-99
2016-07-01,L,2188927
2016-07-01,M,2674220
2016-07-01,N,4233897
2016-07-01,Q,581189
2016-07-01,R,123069
2016-07-01,S,765617
2016-07-01,Z,-99
2016-08-01,A,178783536
2016-08-01,B,403336512
2016-08-01,C,3997595136
2016-08-01,D,1898796
2016-08-01,E,372199
2016-08-01,F,4907415
2016-08-01,G,1034811520
2016-08-01,H,62217304
2016-08-01,I,117305
2016-08-01,J,1627834
2016-08-01,K,-99
2016-08-01,L,2737954
2016-08-01,M,1501950
2016-08-01,N,3529590
2016-08-01,P,13172
2016-08-01,Q,489917
2016-08-01,R,-99
